"productkey","orderdatekey","customerkey","totalproductcost","salesamount"
337,"20210309",26153,"? 486.71","782.99"
389,"20210310",19263,"? 605.65","1000.44"
369,"20210310",16445,"? 1,518.79","2443.35"
387,"20210310",14089,"? 605.65","1000.44"
371,"20210310",13443,"? 1,320.68","2181.56"
370,"20210310",21567,"? 1,518.79","2443.35"
379,"20210310",21889,"? 1,320.68","2181.56"
354,"20210310",12215,"? 1,117.86","2071.42"
360,"20210310",28559,"? 1,105.81","2049.10"
352,"20210311",11598,"? 1,117.86","2071.42"
377,"20210311",13429,"? 1,320.68","2181.56"
329,"20210311",15312,"? 486.71","782.99"
339,"20210311",15325,"? 486.71","782.99"
383,"20210311",24888,"? 605.65","1000.44"
371,"20210311",21886,"? 1,320.68","2181.56"
329,"20210311",26148,"? 486.71","782.99"
385,"20210312",14083,"? 605.65","1000.44"
387,"20210312",14088,"? 605.65","1000.44"
371,"20210312",13436,"? 1,320.68","2181.56"
379,"20210312",13449,"? 1,320.68","2181.56"
329,"20210312",20824,"? 486.71","782.99"
362,"20210312",26326,"? 1,105.81","2049.10"
341,"20210312",15314,"? 486.71","782.99"
373,"20210312",21571,"? 1,320.68","2181.56"
377,"20210312",21956,"? 1,320.68","2181.56"
358,"20210312",12694,"? 1,105.81","2049.10"
354,"20210312",28553,"? 1,117.86","2071.42"
360,"20210313",28683,"? 1,105.81","2049.10"
333,"20210313",20166,"? 486.71","782.99"
331,"20210313",20834,"? 486.71","782.99"
343,"20210313",19256,"? 486.71","782.99"
337,"20210313",15290,"? 486.71","782.99"
371,"20210313",21878,"? 1,320.68","2181.56"
368,"20210313",21950,"? 1,518.79","2443.35"
354,"20210313",12698,"? 1,117.86","2071.42"
362,"20210313",12222,"? 1,105.81","2049.10"
368,"20210313",15674,"? 1,518.79","2443.35"
379,"20210314",14701,"? 1,320.68","2181.56"
377,"20210314",13431,"? 1,320.68","2181.56"
370,"20210314",25981,"? 1,518.79","2443.35"
362,"20210314",12699,"? 1,105.81","2049.10"
325,"20210315",27053,"? 486.71","782.99"
321,"20210315",15328,"? 486.71","782.99"
377,"20210315",21944,"? 1,320.68","2181.56"
368,"20210315",21955,"? 1,518.79","2443.35"
356,"20210315",12210,"? 1,117.86","2071.42"
377,"20210316",15697,"? 1,320.68","2181.56"
389,"20210316",24613,"? 605.65","1000.44"
379,"20210316",21570,"? 1,320.68","2181.56"
375,"20210316",21885,"? 1,320.68","2181.56"
379,"20210316",21959,"? 1,320.68","2181.56"
352,"20210317",28562,"? 1,117.86","2071.42"
377,"20210317",14185,"? 1,320.68","2181.56"
368,"20210317",29149,"? 1,518.79","2443.35"
369,"20210317",13435,"? 1,518.79","2443.35"
333,"20210317",20171,"? 486.71","782.99"
362,"20210317",26315,"? 1,105.81","2049.10"
377,"20210317",21877,"? 1,320.68","2181.56"
370,"20210317",21891,"? 1,518.79","2443.35"
352,"20210317",12687,"? 1,117.86","2071.42"
371,"20210318",16197,"? 1,320.68","2181.56"
389,"20210318",14080,"? 605.65","1000.44"
375,"20210318",29152,"? 1,320.68","2181.56"
373,"20210318",13433,"? 1,320.68","2181.56"
379,"20210318",13442,"? 1,320.68","2181.56"
341,"20210318",19194,"? 486.71","782.99"
329,"20210318",15320,"? 486.71","782.99"
327,"20210318",15322,"? 486.71","782.99"
371,"20210318",21874,"? 1,320.68","2181.56"
379,"20210319",16428,"? 1,320.68","2181.56"
383,"20210319",14036,"? 605.65","1000.44"
356,"20210319",26312,"? 1,117.86","2071.42"
360,"20210319",26313,"? 1,105.81","2049.10"
385,"20210319",24614,"? 605.65","1000.44"
325,"20210319",26135,"? 486.71","782.99"
343,"20210319",26154,"? 486.71","782.99"
369,"20210320",14186,"? 1,518.79","2443.35"
373,"20210320",16199,"? 1,320.68","2181.56"
373,"20210320",25971,"? 1,320.68","2181.56"
358,"20210320",26306,"? 1,105.81","2049.10"
362,"20210320",26327,"? 1,105.81","2049.10"
389,"20210321",17188,"? 605.65","1000.44"
379,"20210321",14192,"? 1,320.68","2181.56"
323,"20210321",19174,"? 486.71","782.99"
379,"20210321",21562,"? 1,320.68","2181.56"
375,"20210321",21876,"? 1,320.68","2181.56"
389,"20210322",17187,"? 605.65","1000.44"
375,"20210322",15928,"? 1,320.68","2181.56"
389,"20210322",14081,"? 605.65","1000.44"
352,"20210322",26322,"? 1,117.86","2071.42"
335,"20210322",15309,"? 486.71","782.99"
339,"20210322",27075,"? 486.71","782.99"
331,"20210322",26140,"? 486.71","782.99"
369,"20210323",16465,"? 1,518.79","2443.35"
387,"20210323",14037,"? 605.65","1000.44"
331,"20210323",15302,"? 486.71","782.99"
343,"20210323",15329,"? 486.71","782.99"
371,"20210323",21873,"? 1,320.68","2181.56"
377,"20210323",21943,"? 1,320.68","2181.56"
379,"20210323",21947,"? 1,320.68","2181.56"
356,"20210323",12689,"? 1,117.86","2071.42"
352,"20210323",12239,"? 1,117.86","2071.42"
385,"20210324",14044,"? 605.65","1000.44"
339,"20210324",20837,"? 486.71","782.99"
369,"20210324",21569,"? 1,518.79","2443.35"
371,"20210324",21949,"? 1,320.68","2181.56"
377,"20210324",21958,"? 1,320.68","2181.56"
321,"20210324",26150,"? 486.71","782.99"
370,"20210325",16444,"? 1,518.79","2443.35"
369,"20210325",16509,"? 1,518.79","2443.35"
370,"20210325",15685,"? 1,518.79","2443.35"
354,"20210325",26311,"? 1,117.86","2071.42"
352,"20210325",26325,"? 1,117.86","2071.42"
343,"20210325",27060,"? 486.71","782.99"
371,"20210325",21894,"? 1,320.68","2181.56"
356,"20210325",11570,"? 1,117.86","2071.42"
354,"20210325",12216,"? 1,117.86","2071.42"
331,"20210325",26142,"? 486.71","782.99"
371,"20210326",13447,"? 1,320.68","2181.56"
362,"20210326",26319,"? 1,105.81","2049.10"
329,"20210326",15321,"? 486.71","782.99"
354,"20210327",26317,"? 1,117.86","2071.42"
321,"20210327",27062,"? 486.71","782.99"
383,"20210328",17109,"? 605.65","1000.44"
389,"20210328",19290,"? 605.65","1000.44"
375,"20210328",15693,"? 1,320.68","2181.56"
375,"20210328",14555,"? 1,320.68","2181.56"
352,"20210328",20373,"? 1,117.86","2071.42"
368,"20210328",21897,"? 1,518.79","2443.35"
356,"20210328",12263,"? 1,117.86","2071.42"
377,"20210329",16447,"? 1,320.68","2181.56"
370,"20210329",16512,"? 1,518.79","2443.35"
377,"20210329",25911,"? 1,320.68","2181.56"
333,"20210329",20825,"? 486.71","782.99"
325,"20210329",20163,"? 486.71","782.99"
387,"20210329",24615,"? 605.65","1000.44"
385,"20210329",24889,"? 605.65","1000.44"
368,"20210329",21882,"? 1,518.79","2443.35"
327,"20210329",26138,"? 486.71","782.99"
362,"20210330",12283,"? 1,105.81","2049.10"
369,"20210330",13452,"? 1,518.79","2443.35"
375,"20210330",13461,"? 1,320.68","2181.56"
333,"20210330",15333,"? 486.71","782.99"
343,"20210330",27084,"? 486.71","782.99"
358,"20210330",12705,"? 1,105.81","2049.10"
356,"20210330",13018,"? 1,117.86","2071.42"
327,"20210330",26165,"? 486.71","782.99"
329,"20210331",20839,"? 486.71","782.99"
325,"20210331",15337,"? 486.71","782.99"
337,"20210331",15343,"? 486.71","782.99"
375,"20210331",22180,"? 1,320.68","2181.56"
362,"20210331",12988,"? 1,105.81","2049.10"
360,"20210331",12989,"? 1,105.81","2049.10"
360,"20210331",12998,"? 1,105.81","2049.10"
358,"20210331",13022,"? 1,105.81","2049.10"
371,"20210401",16253,"? 1,320.68","2181.56"
352,"20210401",26485,"? 1,117.86","2071.42"
371,"20210401",22172,"? 1,320.68","2181.56"
369,"20210401",21976,"? 1,518.79","2443.35"
369,"20210401",21983,"? 1,518.79","2443.35"
377,"20210401",21994,"? 1,320.68","2181.56"
360,"20210401",13020,"? 1,105.81","2049.10"
389,"20210402",14104,"? 605.65","1000.44"
387,"20210402",17195,"? 605.65","1000.44"
354,"20210402",12272,"? 1,117.86","2071.42"
379,"20210402",16530,"? 1,320.68","2181.56"
371,"20210402",16550,"? 1,320.68","2181.56"
375,"20210402",14773,"? 1,320.68","2181.56"
371,"20210402",13482,"? 1,320.68","2181.56"
325,"20210403",20548,"? 486.71","782.99"
352,"20210403",26330,"? 1,117.86","2071.42"
379,"20210403",22170,"? 1,320.68","2181.56"
356,"20210404",28711,"? 1,117.86","2071.42"
360,"20210404",26343,"? 1,105.81","2049.10"
358,"20210404",26329,"? 1,105.81","2049.10"
381,"20210404",24902,"? 605.65","1000.44"
371,"20210404",21985,"? 1,320.68","2181.56"
360,"20210404",12703,"? 1,105.81","2049.10"
343,"20210404",26375,"? 486.71","782.99"
377,"20210405",22181,"? 1,320.68","2181.56"
369,"20210405",22195,"? 1,518.79","2443.35"
325,"20210405",15345,"? 486.71","782.99"
333,"20210405",15346,"? 486.71","782.99"
369,"20210405",21980,"? 1,518.79","2443.35"
352,"20210405",13007,"? 1,117.86","2071.42"
339,"20210405",26162,"? 486.71","782.99"
354,"20210406",12284,"? 1,117.86","2071.42"
375,"20210406",16269,"? 1,320.68","2181.56"
381,"20210406",14105,"? 605.65","1000.44"
379,"20210406",25991,"? 1,320.68","2181.56"
377,"20210406",22032,"? 1,320.68","2181.56"
371,"20210406",22197,"? 1,320.68","2181.56"
356,"20210406",13078,"? 1,117.86","2071.42"
356,"20210407",28708,"? 1,117.86","2071.42"
370,"20210407",14719,"? 1,518.79","2443.35"
368,"20210407",16585,"? 1,518.79","2443.35"
379,"20210408",16546,"? 1,320.68","2181.56"
375,"20210408",13453,"? 1,320.68","2181.56"
371,"20210408",22173,"? 1,320.68","2181.56"
358,"20210408",13036,"? 1,105.81","2049.10"
369,"20210409",16207,"? 1,518.79","2443.35"
368,"20210409",14716,"? 1,518.79","2443.35"
354,"20210409",20375,"? 1,117.86","2071.42"
379,"20210409",22004,"? 1,320.68","2181.56"
371,"20210409",21979,"? 1,320.68","2181.56"
371,"20210409",21986,"? 1,320.68","2181.56"
354,"20210409",13000,"? 1,117.86","2071.42"
360,"20210410",12264,"? 1,105.81","2049.10"
373,"20210410",14798,"? 1,320.68","2181.56"
329,"20210410",20555,"? 486.71","782.99"
341,"20210410",20850,"? 486.71","782.99"
379,"20210410",22000,"? 1,320.68","2181.56"
370,"20210410",22178,"? 1,518.79","2443.35"
379,"20210410",22198,"? 1,320.68","2181.56"
341,"20210410",15348,"? 486.71","782.99"
379,"20210410",16575,"? 1,320.68","2181.56"
343,"20210410",26161,"? 486.71","782.99"
339,"20210410",26187,"? 486.71","782.99"
333,"20210410",26204,"? 486.71","782.99"
352,"20210411",12271,"? 1,117.86","2071.42"
377,"20210411",16252,"? 1,320.68","2181.56"
383,"20210411",14098,"? 605.65","1000.44"
360,"20210411",26338,"? 1,105.81","2049.10"
371,"20210411",22033,"? 1,320.68","2181.56"
369,"20210411",22174,"? 1,518.79","2443.35"
371,"20210411",22200,"? 1,320.68","2181.56"
325,"20210411",15364,"? 486.71","782.99"
375,"20210411",21968,"? 1,320.68","2181.56"
352,"20210411",13025,"? 1,117.86","2071.42"
352,"20210411",13038,"? 1,117.86","2071.42"
354,"20210411",13051,"? 1,117.86","2071.42"
337,"20210411",26160,"? 486.71","782.99"
368,"20210412",16267,"? 1,518.79","2443.35"
321,"20210412",20560,"? 486.71","782.99"
370,"20210412",22168,"? 1,518.79","2443.35"
370,"20210412",22175,"? 1,518.79","2443.35"
368,"20210412",21984,"? 1,518.79","2443.35"
352,"20210412",12706,"? 1,117.86","2071.42"
383,"20210413",19308,"? 605.65","1000.44"
362,"20210413",12281,"? 1,105.81","2049.10"
369,"20210413",13478,"? 1,518.79","2443.35"
373,"20210413",22031,"? 1,320.68","2181.56"
375,"20210413",22196,"? 1,320.68","2181.56"
383,"20210413",24904,"? 605.65","1000.44"
356,"20210414",28707,"? 1,117.86","2071.42"
356,"20210414",12277,"? 1,117.86","2071.42"
371,"20210414",13456,"? 1,320.68","2181.56"
321,"20210414",20838,"? 486.71","782.99"
335,"20210414",20584,"? 486.71","782.99"
362,"20210414",26490,"? 1,105.81","2049.10"
323,"20210414",15338,"? 486.71","782.99"
333,"20210414",15339,"? 486.71","782.99"
371,"20210414",21996,"? 1,320.68","2181.56"
369,"20210415",16206,"? 1,518.79","2443.35"
368,"20210415",14779,"? 1,518.79","2443.35"
368,"20210415",16278,"? 1,518.79","2443.35"
358,"20210415",26328,"? 1,105.81","2049.10"
323,"20210415",15342,"? 486.71","782.99"
321,"20210415",15350,"? 486.71","782.99"
358,"20210416",26331,"? 1,105.81","2049.10"
354,"20210416",26342,"? 1,117.86","2071.42"
362,"20210416",26487,"? 1,105.81","2049.10"
321,"20210416",15341,"? 486.71","782.99"
354,"20210416",12987,"? 1,117.86","2071.42"
362,"20210416",12995,"? 1,105.81","2049.10"
360,"20210416",13024,"? 1,105.81","2049.10"
385,"20210417",19302,"? 605.65","1000.44"
358,"20210417",28713,"? 1,105.81","2049.10"
352,"20210417",26339,"? 1,117.86","2071.42"
356,"20210417",20470,"? 1,117.86","2071.42"
379,"20210417",22199,"? 1,320.68","2181.56"
323,"20210417",15351,"? 486.71","782.99"
373,"20210417",21966,"? 1,320.68","2181.56"
352,"20210417",12701,"? 1,117.86","2071.42"
352,"20210417",12990,"? 1,117.86","2071.42"
360,"20210417",12991,"? 1,105.81","2049.10"
354,"20210417",13021,"? 1,117.86","2071.42"
327,"20210417",26190,"? 486.71","782.99"
383,"20210418",19305,"? 605.65","1000.44"
371,"20210418",14708,"? 1,320.68","2181.56"
379,"20210418",14790,"? 1,320.68","2181.56"
383,"20210418",26321,"? 605.65","1000.44"
373,"20210418",13462,"? 1,320.68","2181.56"
375,"20210418",25992,"? 1,320.68","2181.56"
339,"20210418",20848,"? 486.71","782.99"
323,"20210418",20851,"? 486.71","782.99"
358,"20210418",12702,"? 1,105.81","2049.10"
387,"20210419",18157,"? 605.65","1000.44"
360,"20210419",28689,"? 1,105.81","2049.10"
379,"20210419",16553,"? 1,320.68","2181.56"
375,"20210419",13464,"? 1,320.68","2181.56"
352,"20210419",26481,"? 1,117.86","2071.42"
370,"20210419",22030,"? 1,518.79","2443.35"
385,"20210419",24901,"? 605.65","1000.44"
358,"20210419",13011,"? 1,105.81","2049.10"
356,"20210419",13012,"? 1,117.86","2071.42"
354,"20210419",13050,"? 1,117.86","2071.42"
377,"20210420",16541,"? 1,320.68","2181.56"
370,"20210420",16263,"? 1,518.79","2443.35"
373,"20210420",16290,"? 1,320.68","2181.56"
389,"20210420",26373,"? 605.65","1000.44"
371,"20210420",25989,"? 1,320.68","2181.56"
358,"20210420",26344,"? 1,105.81","2049.10"
333,"20210420",15347,"? 486.71","782.99"
389,"20210421",17206,"? 605.65","1000.44"
377,"20210421",16573,"? 1,320.68","2181.56"
323,"20210421",19276,"? 486.71","782.99"
358,"20210421",12996,"? 1,105.81","2049.10"
362,"20210421",13035,"? 1,105.81","2049.10"
354,"20210421",13075,"? 1,117.86","2071.42"
360,"20210421",13076,"? 1,105.81","2049.10"
368,"20210422",14714,"? 1,518.79","2443.35"
377,"20210422",16562,"? 1,320.68","2181.56"
373,"20210422",29336,"? 1,320.68","2181.56"
339,"20210422",27082,"? 486.71","782.99"
369,"20210422",21999,"? 1,518.79","2443.35"
362,"20210422",20468,"? 1,105.81","2049.10"
356,"20210422",12999,"? 1,117.86","2071.42"
352,"20210422",13049,"? 1,117.86","2071.42"
358,"20210422",13077,"? 1,105.81","2049.10"
360,"20210423",28724,"? 1,105.81","2049.10"
368,"20210423",29159,"? 1,518.79","2443.35"
335,"20210423",20556,"? 486.71","782.99"
360,"20210423",26351,"? 1,105.81","2049.10"
383,"20210423",24903,"? 605.65","1000.44"
358,"20210423",13001,"? 1,105.81","2049.10"
362,"20210423",13006,"? 1,105.81","2049.10"
381,"20210424",17216,"? 605.65","1000.44"
358,"20210424",12282,"? 1,105.81","2049.10"
379,"20210424",14796,"? 1,320.68","2181.56"
379,"20210424",13468,"? 1,320.68","2181.56"
358,"20210424",26486,"? 1,105.81","2049.10"
377,"20210424",22171,"? 1,320.68","2181.56"
385,"20210424",24900,"? 605.65","1000.44"
360,"20210424",13079,"? 1,105.81","2049.10"
331,"20210424",26188,"? 486.71","782.99"
377,"20210425",29154,"? 1,320.68","2181.56"
368,"20210425",29281,"? 1,518.79","2443.35"
377,"20210425",21982,"? 1,320.68","2181.56"
370,"20210426",16531,"? 1,518.79","2443.35"
373,"20210426",16561,"? 1,320.68","2181.56"
373,"20210426",16270,"? 1,320.68","2181.56"
385,"20210426",14106,"? 605.65","1000.44"
375,"20210426",22194,"? 1,320.68","2181.56"
325,"20210426",26192,"? 486.71","782.99"
321,"20210427",20549,"? 486.71","782.99"
371,"20210427",21969,"? 1,320.68","2181.56"
371,"20210427",21987,"? 1,320.68","2181.56"
354,"20210427",12994,"? 1,117.86","2071.42"
356,"20210427",13010,"? 1,117.86","2071.42"
337,"20210427",26167,"? 486.71","782.99"
385,"20210428",17196,"? 605.65","1000.44"
362,"20210428",28690,"? 1,105.81","2049.10"
370,"20210428",14791,"? 1,518.79","2443.35"
369,"20210428",14802,"? 1,518.79","2443.35"
387,"20210428",14109,"? 605.65","1000.44"
369,"20210428",13450,"? 1,518.79","2443.35"
377,"20210428",13477,"? 1,320.68","2181.56"
356,"20210428",26484,"? 1,117.86","2071.42"
356,"20210428",12700,"? 1,117.86","2071.42"
369,"20210428",22193,"? 1,518.79","2443.35"
369,"20210428",21974,"? 1,518.79","2443.35"
323,"20210428",26191,"? 486.71","782.99"
377,"20210429",16554,"? 1,320.68","2181.56"
369,"20210429",16271,"? 1,518.79","2443.35"
389,"20210429",14095,"? 605.65","1000.44"
329,"20210429",15349,"? 486.71","782.99"
327,"20210429",26189,"? 486.71","782.99"
377,"20210430",16588,"? 1,320.68","2181.56"
370,"20210430",13657,"? 1,518.79","2443.35"
333,"20210430",20590,"? 486.71","782.99"
329,"20210430",15398,"? 486.71","782.99"
369,"20210430",22412,"? 1,518.79","2443.35"
377,"20210430",22400,"? 1,320.68","2181.56"
360,"20210501",12128,"? 1,105.81","2049.10"
356,"20210501",26546,"? 1,117.86","2071.42"
369,"20210501",22575,"? 1,518.79","2443.35"
379,"20210501",22576,"? 1,320.68","2181.56"
377,"20210502",16389,"? 1,320.68","2181.56"
323,"20210502",20859,"? 486.71","782.99"
356,"20210502",26513,"? 1,117.86","2071.42"
360,"20210502",20546,"? 1,105.81","2049.10"
370,"20210502",22580,"? 1,518.79","2443.35"
389,"20210502",24905,"? 605.65","1000.44"
369,"20210503",13489,"? 1,518.79","2443.35"
371,"20210504",16307,"? 1,320.68","2181.56"
383,"20210504",14112,"? 605.65","1000.44"
371,"20210504",13712,"? 1,320.68","2181.56"
335,"20210504",20716,"? 486.71","782.99"
321,"20210504",26439,"? 486.71","782.99"
321,"20210504",26442,"? 486.71","782.99"
381,"20210505",19312,"? 605.65","1000.44"
377,"20210505",14930,"? 1,320.68","2181.56"
377,"20210505",16309,"? 1,320.68","2181.56"
371,"20210505",14851,"? 1,320.68","2181.56"
325,"20210505",15388,"? 486.71","782.99"
369,"20210505",22410,"? 1,518.79","2443.35"
369,"20210505",22207,"? 1,518.79","2443.35"
360,"20210505",13080,"? 1,105.81","2049.10"
327,"20210505",26436,"? 486.71","782.99"
389,"20210506",14239,"? 605.65","1000.44"
387,"20210506",14115,"? 605.65","1000.44"
343,"20210506",20598,"? 486.71","782.99"
352,"20210506",26534,"? 1,117.86","2071.42"
377,"20210506",22582,"? 1,320.68","2181.56"
368,"20210507",16829,"? 1,518.79","2443.35"
360,"20210507",20483,"? 1,105.81","2049.10"
352,"20210507",26521,"? 1,117.86","2071.42"
377,"20210507",22571,"? 1,320.68","2181.56"
371,"20210507",22202,"? 1,320.68","2181.56"
383,"20210507",24910,"? 605.65","1000.44"
354,"20210507",13082,"? 1,117.86","2071.42"
352,"20210508",12130,"? 1,117.86","2071.42"
373,"20210508",14818,"? 1,320.68","2181.56"
370,"20210508",22857,"? 1,518.79","2443.35"
331,"20210508",15374,"? 486.71","782.99"
354,"20210509",12299,"? 1,117.86","2071.42"
362,"20210509",12213,"? 1,105.81","2049.10"
327,"20210509",20720,"? 486.71","782.99"
370,"20210509",16823,"? 1,518.79","2443.35"
362,"20210509",26491,"? 1,105.81","2049.10"
371,"20210509",22578,"? 1,320.68","2181.56"
377,"20210509",22845,"? 1,320.68","2181.56"
362,"20210510",11614,"? 1,105.81","2049.10"
371,"20210510",16298,"? 1,320.68","2181.56"
369,"20210510",16822,"? 1,518.79","2443.35"
333,"20210510",19280,"? 486.71","782.99"
352,"20210510",26536,"? 1,117.86","2071.42"
362,"20210510",26575,"? 1,105.81","2049.10"
377,"20210510",22402,"? 1,320.68","2181.56"
371,"20210510",22408,"? 1,320.68","2181.56"
377,"20210510",22581,"? 1,320.68","2181.56"
371,"20210510",22851,"? 1,320.68","2181.56"
329,"20210510",26433,"? 486.71","782.99"
389,"20210511",19322,"? 605.65","1000.44"
371,"20210511",14848,"? 1,320.68","2181.56"
371,"20210511",16938,"? 1,320.68","2181.56"
369,"20210511",13714,"? 1,518.79","2443.35"
375,"20210511",22854,"? 1,320.68","2181.56"
329,"20210511",26438,"? 486.71","782.99"
373,"20210512",16327,"? 1,320.68","2181.56"
368,"20210512",13484,"? 1,518.79","2443.35"
362,"20210512",26539,"? 1,105.81","2049.10"
373,"20210512",22904,"? 1,320.68","2181.56"
